id,scrape_id,host_id,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,square_feet,guests_included,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,percent_host_response_rate,price_in$,weekly_price_in$,monthly_price_in$,security_deposit_in$,cleaning_fee_in$,extra_people_in$,host_since,host_response_time,host_is_superhost,host_neighbourhood,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,city,state,country_code,is_location_exact,room_type,calendar_updated,has_availability,first_review,last_review,requires_license,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,email_host_verifications,weibo_host_verifications,sesame_offline_host_verifications,jumio_host_verifications,manual_offline_host_verifications,government_id_host_verifications,work_email_host_verifications,reviews_host_verifications,offline_government_id_host_verifications,manual_online_host_verifications,kba_host_verifications,selfie_host_verifications,sesame_host_verifications,facebook_host_verifications,google_host_verifications,phone_host_verifications,identity_manual_host_verifications,is_bed_type_Real Bed,is_bed_type_Pull-out Sofa,is_bed_type_Futon,is_bed_type_Airbed,is_bed_type_Couch,is_property_type_Guest suite,is_property_type_Condominium,is_property_type_Apartment,is_property_type_House,is_property_type_Boat,is_property_type_Townhouse,is_property_type_Serviced apartment,is_property_type_Loft,is_property_type_Bed and breakfast,is_property_type_Bungalow,is_property_type_Other,is_property_type_Villa,is_property_type_Guesthouse,is_property_type_Boutique hotel,is_property_type_In-law,is_property_type_Barn,is_property_type_Hotel,is_property_type_Cottage
5506,20191204162830,8229,6.0,6.0,42.32981,-71.09559,2,1.0,1.0,1.0,225.0,1,3,730,3,3,730,730,3.0,730.0,27,27,27,27,106,26,95.0,10.0,10.0,10.0,10.0,9.0,10.0,6,6,0,0,0.81,100.0,145.0,980.0,3000.0,0.0,60.0,0.0,2009-02-19,within an hour,0.0,Roxbury,1.0,1.0,Roxbury,Roxbury,Boston,MA,US,1,Entire home/apt,today,1,2009-03-21,2019-10-31,1,1,0,strict_14_with_grace_period,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6695,20191204162830,8229,6.0,6.0,42.32994,-71.09351,4,1.0,1.0,2.0,,2,3,730,3,3,730,730,3.0,730.0,18,18,18,18,115,30,96.0,10.0,10.0,10.0,10.0,9.0,10.0,6,6,0,0,0.91,100.0,169.0,,,0.0,80.0,8.0,2009-02-19,within an hour,0.0,Roxbury,1.0,1.0,Roxbury,Roxbury,Boston,MA,US,1,Entire home/apt,today,1,2009-08-06,2019-11-02,1,1,0,strict_14_with_grace_period,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8789,20191204162830,26988,12.0,12.0,42.35919,-71.06265,2,1.0,1.0,1.0,,1,32,365,32,32,365,365,32.0,365.0,30,42,42,186,24,3,93.0,9.0,9.0,10.0,10.0,10.0,9.0,10,10,0,0,0.37,100.0,99.0,1200.0,2900.0,1000.0,250.0,0.0,2009-07-22,within a few hours,1.0,Beacon Hill,1.0,0.0,Beacon Hill,Downtown,Boston,MA,US,1,Entire home/apt,3 months ago,1,2014-08-12,2019-09-30,1,0,0,strict_14_with_grace_period,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10730,20191204162830,26988,12.0,12.0,42.3584,-71.06185,2,1.0,1.0,1.0,,1,91,365,91,91,365,365,91.0,365.0,30,38,38,240,30,3,95.0,10.0,9.0,10.0,10.0,10.0,9.0,10,10,0,0,0.24,100.0,150.0,1200.0,3000.0,1000.0,250.0,0.0,2009-07-22,within a few hours,1.0,Beacon Hill,1.0,0.0,Beacon Hill,Downtown,Boston,MA,US,1,Entire home/apt,3 months ago,1,2009-09-21,2019-09-14,1,0,0,strict_14_with_grace_period,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10811,20191204162830,38997,11.0,11.0,42.34973,-71.08792,3,1.0,0.0,1.0,,1,90,1125,90,90,1125,1125,90.0,1125.0,29,59,89,336,9,2,87.0,9.0,9.0,9.0,8.0,10.0,9.0,7,7,0,0,0.19,100.0,84.0,,2250.0,500.0,150.0,0.0,2009-09-16,within an hour,0.0,Back Bay,1.0,0.0,Back Bay,Back Bay,Boston,MA,US,0,Entire home/apt,4 weeks ago,1,2016-01-09,2019-07-22,1,0,0,strict_14_with_grace_period,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10813,20191204162830,38997,11.0,11.0,42.34961,-71.08904,3,1.0,0.0,1.0,,1,33,1125,33,33,1125,1125,33.0,1125.0,0,0,0,0,78,28,98.0,10.0,10.0,10.0,10.0,10.0,10.0,7,7,0,0,1.81,100.0,179.0,800.0,2250.0,500.0,100.0,0.0,2009-09-16,within an hour,0.0,Back Bay,1.0,0.0,Back Bay,Back Bay,Boston,MA,US,1,Entire home/apt,5 weeks ago,1,2016-05-23,2019-11-30,1,0,0,strict_14_with_grace_period,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10986,20191204162830,38997,11.0,11.0,42.36352,-71.05075,2,1.0,0.0,1.0,,1,91,1125,91,91,1125,1125,91.0,1125.0,29,59,89,364,2,0,,,,,,,,7,7,0,0,0.05,100.0,125.0,,,500.0,145.0,0.0,2009-09-16,within an hour,0.0,Back Bay,1.0,0.0,North End,North End,Boston,MA,US,0,Entire home/apt,a week ago,1,2016-05-23,2016-05-23,1,0,0,strict_14_with_grace_period,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18711,20191204162830,71783,25.0,25.0,42.32329,-71.0621,7,1.0,3.0,3.0,1200.0,3,32,90,32,32,1125,1125,32.0,1125.0,0,0,0,0,52,9,86.0,9.0,9.0,9.0,9.0,9.0,9.0,22,22,0,0,0.45,94.0,150.0,1375.0,3500.0,100.0,175.0,13.0,2010-01-19,within an hour,0.0,Dorchester,1.0,1.0,Dorchester,Dorchester,Boston,MA,US,1,Entire home/apt,3 months ago,1,2010-05-12,2019-10-05,1,1,0,strict_14_with_grace_period,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22354,20191204162830,85770,4.0,4.0,42.34496,-71.07486,1,,1.0,1.0,,1,2,90,2,2,90,90,2.0,90.0,0,0,0,0,315,22,89.0,10.0,9.0,10.0,10.0,10.0,9.0,5,0,5,0,3.1,100.0,148.0,,,0.0,21.0,15.0,2010-02-26,within an hour,1.0,South End,1.0,1.0,South End,South End,Boston,MA,US,1,Private room,3 weeks ago,1,2011-08-02,2019-11-12,1,1,0,moderate,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24240,20191204162830,97821,1.0,1.0,42.36366,-71.05023,5,2.0,2.0,3.0,0.0,2,2,30,1,2,30,30,1.4,30.0,0,0,0,198,103,21,95.0,10.0,10.0,10.0,10.0,10.0,9.0,1,1,0,0,0.93,100.0,290.0,1700.0,,0.0,0.0,65.0,2010-03-23,within a day,0.0,North End,1.0,0.0,North End,North End,Boston,MA,US,1,Entire home/apt,6 days ago,1,2010-10-16,2019-10-03,1,0,0,strict_14_with_grace_period,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27611,20191204162830,119381,1.0,1.0,42.31557,-71.11483,2,1.0,1.0,1.0,,2,3,365,3,3,365,365,3.0,365.0,10,40,70,342,18,3,93.0,10.0,10.0,10.0,10.0,10.0,9.0,1,1,0,0,0.27,100.0,185.0,1100.0,3500.0,200.0,60.0,0.0,2010-05-06,within an hour,0.0,Jamaica Plain,1.0,1.0,Jamaica Plain,Jamaica Plain,Boston,MA,US,1,Entire home/apt,3 months ago,1,2014-05-25,2019-10-23,1,0,0,strict_14_with_grace_period,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29765,20191204162830,128280,4.0,4.0,42.37834,-71.06663,2,1.0,1.0,1.0,,2,2,21,2,2,21,21,2.0,21.0,16,16,16,266,93,0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,3,2,1,0,0.8,100.0,221.0,1500.0,3900.0,0.0,25.0,0.0,2010-05-19,within a day,0.0,Charlestown,1.0,1.0,Charlestown,Charlestown,Boston,MA,US,1,Entire home/apt,4 months ago,1,2010-05-24,2018-10-21,1,0,0,strict_14_with_grace_period,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40601,20191204162830,174986,1.0,1.0,42.3151,-71.11108,2,1.5,1.0,1.0,,1,6,180,6,6,180,180,6.0,180.0,0,0,0,0,75,4,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,1,0,0.66,67.0,95.0,600.0,1600.0,,,20.0,2010-07-20,within a day,0.0,Jamaica Plain,1.0,1.0,Jamaica Plain,Jamaica Plain,Boston,MA,US,1,Private room,4 weeks ago,1,2010-08-27,2019-11-04,1,0,0,moderate,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44205,20191204162830,128280,4.0,4.0,42.37655,-71.06677,2,1.0,1.0,1.0,,2,2,21,2,2,21,21,2.0,21.0,11,11,11,223,82,1,99.0,10.0,10.0,10.0,10.0,10.0,10.0,3,2,1,0,0.73,100.0,184.0,1300.0,3900.0,0.0,25.0,0.0,2010-05-19,within a day,0.0,Charlestown,1.0,1.0,Charlestown,Charlestown,Boston,MA,US,0,Entire home/apt,3 months ago,1,2010-09-07,2019-04-16,1,1,0,strict_14_with_grace_period,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45987,20191204162830,205107,1.0,1.0,42.37404,-71.06118,3,1.0,1.0,1.0,,1,3,180,3,3,180,180,3.0,180.0,24,54,84,84,129,19,93.0,9.0,10.0,9.0,9.0,10.0,9.0,1,1,0,0,1.14,100.0,125.0,,,,100.0,50.0,2010-08-18,within an hour,1.0,Charlestown,1.0,1.0,Charlestown,Charlestown,Charlestown,MA,US,1,Entire home/apt,3 months ago,1,2010-08-23,2019-11-02,1,0,0,strict_14_with_grace_period,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60029,20191204162830,255183,5.0,5.0,42.32584,-71.08927,2,1.0,1.0,1.0,,1,2,28,2,2,28,28,2.0,28.0,2,32,62,62,141,10,95.0,9.0,9.0,10.0,10.0,9.0,9.0,5,0,5,0,1.3,100.0,75.0,,,0.0,0.0,35.0,2010-10-06,within a few hours,0.0,Roxbury,1.0,1.0,Roxbury,Roxbury,Boston,MA,US,1,Private room,6 weeks ago,1,2011-01-01,2019-08-13,1,0,0,strict_14_with_grace_period,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60356,20191204162830,26988,12.0,12.0,42.35712,-71.0618,2,1.0,1.0,1.0,,1,32,365,32,32,365,365,32.0,365.0,2,32,62,242,18,0,97.0,10.0,9.0,10.0,10.0,10.0,9.0,10,10,0,0,0.24,100.0,175.0,1200.0,2900.0,1000.0,250.0,0.0,2009-07-22,within a few hours,1.0,Beacon Hill,1.0,0.0,Beacon Hill,Downtown,Boston,MA,US,1,Entire home/apt,2 months ago,1,2013-11-10,2018-11-05,1,0,0,strict_14_with_grace_period,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67774,20191204162830,26988,12.0,12.0,42.35867,-71.06332,3,1.0,1.0,1.0,,1,32,260,31,32,260,260,31.9,260.0,30,60,90,270,44,2,96.0,10.0,9.0,10.0,10.0,10.0,10.0,10,10,0,0,0.51,100.0,110.0,1300.0,2975.0,1000.0,250.0,0.0,2009-07-22,within a few hours,1.0,Beacon Hill,1.0,0.0,Beacon Hill,Beacon Hill,Boston,MA,US,1,Entire home/apt,5 weeks ago,1,2012-11-16,2019-10-30,1,0,0,strict_14_with_grace_period,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69369,20191204162830,255183,5.0,5.0,42.32614,-71.0884,2,1.0,1.0,1.0,,1,2,5,2,2,5,5,2.0,5.0,13,43,73,73,120,15,95.0,10.0,9.0,10.0,10.0,9.0,9.0,5,0,5,0,1.15,100.0,79.0,,,0.0,0.0,38.0,2010-10-06,within a few hours,0.0,Roxbury,1.0,1.0,Roxbury,Roxbury,Boston,MA,US,1,Private room,2 weeks ago,1,2011-05-23,2019-11-15,1,0,0,strict_14_with_grace_period,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77681,20191204162830,416912,1.0,1.0,42.37853,-71.06177,2,1.0,1.0,1.0,,1,2,730,2,2,730,730,2.0,730.0,30,60,90,361,54,17,87.0,9.0,9.0,9.0,9.0,10.0,9.0,1,0,1,0,0.54,90.0,140.0,,,,,0.0,2011-03-01,within a few hours,0.0,Charlestown,1.0,0.0,Charlestown,Charlestown,Boston,MA,US,1,Private room,8 months ago,1,2011-09-19,2019-11-02,1,0,0,strict_14_with_grace_period,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95453,20191204162830,508268,1.0,1.0,42.35937,-71.13156,2,1.0,0.0,1.0,420.0,2,5,60,5,5,60,60,5.0,60.0,30,60,90,365,41,9,95.0,10.0,10.0,10.0,10.0,9.0,9.0,1,1,0,0,0.39,100.0,175.0,990.0,3450.0,,,25.0,2011-04-14,within an hour,0.0,Allston-Brighton,1.0,0.0,Allston-Brighton,Allston,Boston,MA,US,1,Entire home/apt,today,1,2011-04-20,2019-10-13,1,0,0,strict_14_with_grace_period,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163941,20191204162830,8229,6.0,6.0,42.32965,-71.09503,6,1.0,2.0,3.0,,2,3,365,3,3,365,365,3.0,365.0,0,0,0,0,226,22,93.0,10.0,10.0,10.0,10.0,9.0,9.0,6,6,0,0,2.24,100.0,225.0,,,0.0,85.0,10.0,2009-02-19,within an hour,0.0,Roxbury,1.0,1.0,Roxbury,Roxbury,Boston,MA,US,1,Entire home/apt,2 weeks ago,1,2011-08-19,2019-11-11,1,1,0,strict_14_with_grace_period,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169430,20191204162830,807320,1.0,1.0,42.32158,-71.09047,10,2.0,4.0,5.0,,2,2,7,2,2,7,7,2.0,7.0,9,9,9,9,147,15,92.0,10.0,9.0,10.0,10.0,9.0,9.0,1,1,0,0,1.46,100.0,200.0,,,500.0,80.0,25.0,2011-07-11,within a few hours,0.0,Roxbury,1.0,0.0,Roxbury,Roxbury,Boston,MA,US,1,Entire home/apt,2 months ago,1,2011-08-19,2019-11-03,1,1,0,moderate,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197727,20191204162830,964356,1.0,1.0,42.3132,-71.11832,1,1.0,1.0,1.0,,1,30,180,30,30,180,180,30.0,180.0,6,14,14,60,42,5,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,1,0,0.42,100.0,85.0,500.0,1200.0,,,20.0,2011-08-13,within an hour,1.0,Jamaica Plain,1.0,1.0,Jamaica Plain,Jamaica Plain,Boston,MA,US,1,Private room,7 months ago,1,2011-09-24,2019-10-31,1,0,0,moderate,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197972,20191204162830,965697,2.0,2.0,42.31732,-71.10834,2,1.0,1.0,1.0,,2,2,180,2,2,180,180,2.0,180.0,0,0,0,0,386,32,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2,2,0,0,3.9,100.0,90.0,1050.0,3400.0,100.0,60.0,20.0,2011-08-13,within an hour,1.0,Jamaica Plain,1.0,1.0,Jamaica Plain,Jamaica Plain,Boston,MA,US,1,Entire home/apt,today,1,2011-10-18,2019-11-10,1,1,0,moderate,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210097,20191204162830,1035747,1.0,1.0,42.31864,-71.10641,2,1.0,1.0,1.0,,2,3,31,3,3,31,31,3.0,31.0,0,1,7,233,191,29,97.0,10.0,10.0,10.0,10.0,10.0,9.0,1,0,1,0,1.91,100.0,110.0,500.0,1600.0,125.0,50.0,0.0,2011-08-29,within a few hours,1.0,Jamaica Plain,1.0,1.0,Jamaica Plain,Jamaica Plain,Boston,MA,US,1,Private room,4 weeks ago,1,2011-09-16,2019-11-22,1,0,0,moderate,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211921,20191204162830,1092168,1.0,1.0,42.28143,-71.12576,5,1.0,1.0,3.0,,1,45,150,45,45,150,150,45.0,150.0,30,60,90,365,68,0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,1,1,0,0,0.69,,300.0,,,500.0,35.0,30.0,2011-08-31,,0.0,Roslindale,1.0,1.0,Roslindale,Roslindale,Boston,MA,US,1,Entire home/apt,6 months ago,1,2011-10-17,2015-06-15,1,0,0,strict_14_with_grace_period,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220676,20191204162830,1144302,1.0,1.0,42.36539,-71.05438,5,1.0,1.0,1.0,,2,2,1125,2,2,1125,1125,2.0,1125.0,29,59,89,89,250,38,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,1,0,2.51,100.0,95.0,1000.0,3000.0,300.0,60.0,50.0,2011-09-11,within an hour,1.0,North End,1.0,1.0,North End,North End,Boston,MA,US,1,Private room,3 months ago,1,2011-10-01,2019-11-13,1,0,0,moderate,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
225224,20191204162830,85770,4.0,4.0,42.34643,-71.07503,1,,1.0,1.0,,1,2,365,2,2,365,365,2.0,365.0,0,0,0,0,316,21,93.0,10.0,9.0,10.0,10.0,10.0,9.0,5,0,5,0,3.19,100.0,105.0,625.0,,0.0,26.0,0.0,2010-02-26,within an hour,1.0,South End,1.0,1.0,South End,South End,Boston,MA,US,1,Private room,3 months ago,1,2011-10-16,2019-11-04,1,1,0,moderate,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225979,20191204162830,1176995,2.0,2.0,42.28145,-71.12925,1,0.0,1.0,1.0,,1,28,365,28,28,365,365,28.0,365.0,0,0,0,0,101,5,97.0,10.0,10.0,10.0,10.0,9.0,10.0,1,0,1,0,1.01,100.0,55.0,350.0,1100.0,,,0.0,2011-09-18,within an hour,1.0,Roslindale,1.0,1.0,Roslindale,Roslindale,Boston,MA,US,1,Private room,11 months ago,1,2011-09-22,2019-11-14,1,0,0,strict_14_with_grace_period,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257588,20191204162830,1355344,2.0,2.0,42.33066,-71.03984,4,1.0,2.0,3.0,,3,1,365,1,1,365,365,1.0,365.0,25,55,81,232,323,55,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,0,0,3.6,100.0,200.0,,5000.0,500.0,100.0,25.0,2011-10-31,within an hour,1.0,South Boston,1.0,1.0,South Boston,South Boston,Boston,MA,US,1,Entire home/apt,a week ago,1,2012-07-20,2019-11-10,1,1,0,strict_14_with_grace_period,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276450,20191204162830,814298,95.0,95.0,42.33814,-71.08001,4,1.0,1.0,1.0,,1,29,1125,29,29,1125,1125,29.0,1125.0,0,0,30,89,92,8,84.0,9.0,9.0,10.0,8.0,9.0,8.0,94,61,33,0,1.0,96.0,167.0,,,500.0,105.0,0.0,2011-07-13,within an hour,0.0,Roxbury,1.0,0.0,Roxbury,Roxbury,Boston,MA,US,1,Entire home/apt,5 weeks ago,1,2012-05-09,2019-10-28,1,0,0,strict_14_with_grace_period,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295285,20191204162830,1271326,1.0,1.0,42.28719,-71.16816,1,1.5,1.0,1.0,,1,1,1125,1,1,1125,1125,1.0,1125.0,13,42,42,207,27,2,98.0,10.0,9.0,10.0,10.0,10.0,10.0,1,0,1,0,0.34,100.0,80.0,,816.0,,,0.0,2011-10-10,within an hour,0.0,West Roxbury,1.0,1.0,West Roxbury,West Roxbury,Boston,MA,US,1,Private room,7 months ago,1,2013-05-21,2019-08-23,1,0,0,strict_14_with_grace_period,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307571,20191204162830,26988,12.0,12.0,42.35881,-71.06547,2,1.0,1.0,1.0,,1,30,365,30,30,365,365,30.0,365.0,0,1,31,306,17,0,99.0,10.0,9.0,10.0,10.0,10.0,10.0,10,10,0,0,0.42,100.0,150.0,1000.0,3350.0,1000.0,150.0,0.0,2009-07-22,within a few hours,1.0,Beacon Hill,1.0,0.0,Beacon Hill,Beacon Hill,Boston,MA,US,1,Entire home/apt,6 weeks ago,1,2016-08-14,2018-07-30,1,0,0,strict_14_with_grace_period,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315982,20191204162830,119019,10.0,10.0,42.29929,-71.05997,6,2.0,2.0,2.0,,4,29,365,29,29,365,365,29.0,365.0,0,0,0,0,280,144,94.0,9.0,10.0,10.0,9.0,9.0,9.0,2,2,0,0,3.05,100.0,196.0,,,200.0,125.0,20.0,2010-05-05,within an hour,0.0,Dorchester,1.0,1.0,Dorchester,Dorchester,Boston,MA,US,1,Entire home/apt,3 months ago,1,2012-05-17,2019-11-30,1,0,0,strict_14_with_grace_period,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
318050,20191204162830,1632478,2.0,2.0,42.3398,-71.07853,2,1.0,1.0,1.0,,1,2,29,2,2,29,29,2.0,29.0,0,0,0,0,311,41,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,1,0,3.28,100.0,99.0,657.0,3000.0,150.0,15.0,15.0,2012-01-20,within an hour,1.0,South End,1.0,1.0,South End,South End,Boston,MA,US,1,Private room,yesterday,1,2012-02-21,2019-11-24,1,0,0,moderate,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322593,20191204162830,1651480,4.0,4.0,42.34349,-71.0768,2,1.0,1.0,1.0,,2,3,90,1,3,2,90,2.7,67.1,13,43,73,250,405,51,96.0,10.0,10.0,10.0,10.0,10.0,10.0,4,2,2,0,4.97,100.0,193.0,1476.0,5208.0,100.0,70.0,300.0,2012-01-25,within an hour,1.0,South End,1.0,1.0,South End,South End,Boston,MA,US,1,Entire home/apt,today,1,2013-03-27,2019-11-16,1,1,0,moderate,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349347,20191204162830,814298,95.0,95.0,42.33824,-71.08172,2,1.0,0.0,2.0,,2,29,1125,29,29,1125,1125,29.0,1125.0,0,28,58,117,111,21,88.0,10.0,10.0,10.0,10.0,9.0,9.0,94,61,33,0,1.21,96.0,167.0,,2500.0,500.0,105.0,0.0,2011-07-13,within an hour,0.0,Roxbury,1.0,0.0,Roxbury,Roxbury,Boston,MA,US,1,Entire home/apt,3 weeks ago,1,2012-05-17,2019-09-19,1,0,0,strict_14_with_grace_period,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349409,20191204162830,1770277,1.0,1.0,42.32443,-71.10652,9,2.0,4.0,6.0,,8,5,8,5,5,8,8,5.0,8.0,0,0,0,0,5,0,96.0,10.0,10.0,10.0,10.0,7.0,10.0,1,1,0,0,0.06,,250.0,1925.0,,200.0,100.0,50.0,2012-02-18,,0.0,Jamaica Plain,1.0,1.0,Jamaica Plain,Jamaica Plain,Boston,MA,US,1,Entire home/apt,46 months ago,1,2012-08-13,2015-08-24,1,0,0,strict_14_with_grace_period,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
