id,scrape_id,host_id,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,square_feet,guests_included,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,percent_host_response_rate,price_in$,weekly_price_in$,monthly_price_in$,security_deposit_in$,cleaning_fee_in$,extra_people_in$,host_since,host_response_time,host_is_superhost,host_neighbourhood,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,city,state,country_code,is_location_exact,room_type,calendar_updated,has_availability,first_review,last_review,requires_license,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,email_host_verifications,weibo_host_verifications,sesame_offline_host_verifications,jumio_host_verifications,manual_offline_host_verifications,government_id_host_verifications,work_email_host_verifications,reviews_host_verifications,offline_government_id_host_verifications,manual_online_host_verifications,kba_host_verifications,selfie_host_verifications,sesame_host_verifications,facebook_host_verifications,google_host_verifications,phone_host_verifications,identity_manual_host_verifications,is_bed_type_Real Bed,is_bed_type_Pull-out Sofa,is_bed_type_Futon,is_bed_type_Airbed,is_bed_type_Couch,is_property_type_Guest suite,is_property_type_Condominium,is_property_type_Apartment,is_property_type_House,is_property_type_Boat,is_property_type_Townhouse,is_property_type_Serviced apartment,is_property_type_Loft,is_property_type_Bed and breakfast,is_property_type_Bungalow,is_property_type_Other,is_property_type_Villa,is_property_type_Guesthouse,is_property_type_Boutique hotel,is_property_type_In-law,is_property_type_Barn,is_property_type_Hotel,is_property_type_Cottage
15020558,20191204162830,199789,1.0,1.0,42.37948,-71.06512,3,2.0,1.0,1.0,,1,91,1125,91,91,1125,1125,91.0,1125.0,0,0,0,0,13,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,0,0,0.33,,193.0,,,550.0,39.0,0.0,2010-08-12,,0.0,Charlestown,1.0,1.0,Charlestown,Charlestown,Boston,MA,US,1,Entire home/apt,3 months ago,1,2016-09-19,2017-04-18,1,0,0,strict_14_with_grace_period,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15041925,20191204162830,9795590,2.0,2.0,42.35365,-71.14681,2,1.0,1.0,1.0,,1,91,105,91,91,1125,1125,91.0,1125.0,8,38,68,158,7,0,91.0,10.0,9.0,10.0,10.0,10.0,9.0,2,1,1,0,0.18,83.0,90.0,,,350.0,65.0,20.0,2013-11-03,within a few hours,0.0,Allston-Brighton,1.0,1.0,Allston-Brighton,Brighton,Boston,MA,US,0,Private room,7 weeks ago,1,2016-09-19,2018-10-23,1,0,0,moderate,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15048978,20191204162830,12581156,1.0,1.0,42.33616,-71.07479,4,1.0,1.0,1.0,,2,91,180,91,91,180,180,91.0,180.0,0,0,0,0,125,27,98.0,10.0,10.0,10.0,10.0,9.0,10.0,1,1,0,0,3.35,100.0,135.0,,,300.0,95.0,25.0,2014-02-25,within a few hours,1.0,South End,1.0,1.0,South End,South End,Boston,MA,US,1,Entire home/apt,today,1,2016-11-10,2019-08-29,1,0,0,moderate,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15068710,20191204162830,95297525,1.0,1.0,42.33497,-71.04463,2,1.0,1.0,1.0,,1,3,25,3,3,25,25,3.0,25.0,22,51,74,145,111,30,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,0,0,2.88,100.0,195.0,,,,,0.0,2016-09-15,within an hour,1.0,South Boston,1.0,0.0,South Boston,South Boston,Boston,MA,US,1,Entire home/apt,5 weeks ago,1,2016-10-04,2019-11-12,1,1,0,flexible,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15071378,20191204162830,22541573,127.0,127.0,42.34685,-71.0842,2,1.0,1.0,1.0,,1,91,1125,91,91,1125,1125,91.0,1125.0,29,59,89,364,0,0,,,,,,,,14,14,0,0,,100.0,255.0,,,,,0.0,2014-10-14,within a few hours,0.0,Upper East Side,1.0,1.0,Back Bay,Back Bay,Boston,MA,US,1,Entire home/apt,3 months ago,1,,,1,0,0,moderate,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15071413,20191204162830,90606566,2.0,2.0,42.36544,-71.03185,2,1.0,1.0,1.0,,1,91,1125,91,91,1125,1125,91.0,1125.0,0,0,0,0,276,131,96.0,10.0,10.0,10.0,10.0,10.0,9.0,2,2,0,0,7.1,100.0,60.0,,,200.0,30.0,10.0,2016-08-18,within an hour,1.0,East Boston,1.0,0.0,East Boston,East Boston,Boston,MA,US,1,Entire home/apt,today,1,2016-09-24,2019-09-28,1,1,0,moderate,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15073826,20191204162830,15789148,2.0,2.0,42.3522,-71.08563,3,1.0,0.0,1.0,,1,91,1125,91,91,1125,1125,91.0,1125.0,0,0,0,0,86,0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,1,1,0,0,2.22,,150.0,,,2500.0,50.0,0.0,2014-05-20,,0.0,Back Bay,1.0,0.0,Back Bay,Back Bay,Boston,MA,US,1,Entire home/apt,7 months ago,1,2016-09-30,2018-11-18,1,0,0,moderate,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15073943,20191204162830,4020046,4.0,4.0,42.35788,-71.06957,4,1.5,2.0,3.0,,1,91,1125,91,91,1125,1125,91.0,1125.0,0,0,0,0,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4,4,0,0,0.03,,250.0,,,,,0.0,2012-10-31,,0.0,Beacon Hill,1.0,1.0,Beacon Hill,Beacon Hill,Boston,MA,US,1,Entire home/apt,28 months ago,1,2016-09-24,2016-09-24,1,0,0,flexible,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15085512,20191204162830,95460673,2.0,2.0,42.32244,-71.0751,2,1.0,1.0,1.0,,1,91,1125,91,91,1125,1125,91.0,1125.0,29,59,89,364,41,10,98.0,10.0,10.0,10.0,10.0,9.0,10.0,2,0,2,0,1.06,70.0,50.0,,,0.0,25.0,0.0,2016-09-16,within a day,0.0,Roxbury,1.0,1.0,Roxbury,Roxbury,Boston,MA,US,1,Private room,7 weeks ago,1,2016-09-26,2019-10-10,1,0,0,flexible,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15121740,20191204162830,57279567,4.0,4.0,42.35197,-71.08644,2,1.0,1.0,1.0,,1,28,120,28,28,120,120,28.0,120.0,26,36,66,156,49,26,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,0,0,1.3,100.0,120.0,,,200.0,70.0,25.0,2016-02-03,within an hour,1.0,Back Bay,1.0,0.0,Back Bay,Back Bay,Boston,MA,US,1,Entire home/apt,4 months ago,1,2016-10-29,2019-11-16,1,1,0,flexible,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15122796,20191204162830,95460673,2.0,2.0,42.32382,-71.07351,2,1.0,1.0,1.0,,1,91,1125,91,91,1125,1125,91.0,1125.0,29,59,89,364,53,24,100.0,10.0,10.0,10.0,10.0,9.0,10.0,2,0,2,0,1.36,70.0,60.0,,,0.0,25.0,0.0,2016-09-16,within a day,0.0,Roxbury,1.0,1.0,Roxbury,Roxbury,Boston,MA,US,1,Private room,7 weeks ago,1,2016-09-23,2019-11-10,1,0,0,flexible,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15124436,20191204162830,38761324,3.0,3.0,42.36045,-71.13113,1,1.0,1.0,1.0,,1,91,1125,91,91,1125,1125,91.0,1125.0,0,0,0,0,37,4,94.0,10.0,9.0,10.0,10.0,10.0,9.0,2,0,2,0,0.95,,35.0,,,200.0,15.0,300.0,2015-07-17,,0.0,Allston-Brighton,1.0,1.0,Allston-Brighton,Allston,Boston,MA,US,1,Private room,9 months ago,1,2016-09-22,2019-02-18,1,0,0,moderate,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15124883,20191204162830,38761324,3.0,3.0,42.35978,-71.13159,1,1.0,1.0,1.0,,1,91,1125,91,91,1125,1125,91.0,1125.0,0,0,0,0,58,3,93.0,10.0,9.0,10.0,10.0,9.0,9.0,2,0,2,0,1.49,,72.0,,,200.0,19.0,300.0,2015-07-17,,0.0,Allston-Brighton,1.0,1.0,Allston-Brighton,Allston,Boston,MA,US,1,Private room,9 months ago,1,2016-09-27,2019-03-16,1,0,0,moderate,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15126633,20191204162830,12243051,838.0,838.0,42.35464,-71.05966,2,1.0,1.0,1.0,,2,2,1124,2,2,365,365,2.0,365.0,14,28,58,239,31,5,86.0,9.0,9.0,9.0,9.0,9.0,8.0,147,147,0,0,0.8,99.0,132.0,,,400.0,95.0,5.0,2014-02-14,within an hour,0.0,Le Plateau,1.0,0.0,Downtown,Downtown,Boston,MA,US,1,Entire home/apt,today,1,2016-09-22,2019-08-04,1,1,0,strict_14_with_grace_period,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15127120,20191204162830,12243051,838.0,838.0,42.35461,-71.05935,2,1.0,0.0,1.0,,2,2,1124,2,2,365,365,2.0,365.0,10,10,13,195,64,18,92.0,9.0,9.0,10.0,10.0,10.0,9.0,147,147,0,0,1.66,99.0,124.0,,,400.0,94.0,5.0,2014-02-14,within an hour,0.0,Le Plateau,1.0,0.0,Downtown,Downtown,Boston,MA,US,1,Entire home/apt,today,1,2016-10-04,2019-11-19,1,1,0,strict_14_with_grace_period,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15131365,20191204162830,47142052,1.0,1.0,42.33111,-71.03451,2,1.0,1.0,1.0,,1,2,14,2,2,14,14,2.0,14.0,28,58,88,88,76,30,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,0,0,2.0,100.0,161.0,,,100.0,75.0,0.0,2015-10-21,within an hour,1.0,South Boston,1.0,0.0,South Boston,South Boston,Boston,MA,US,1,Entire home/apt,4 weeks ago,1,2016-10-23,2019-11-05,1,0,0,strict_14_with_grace_period,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15147053,20191204162830,14630158,1.0,1.0,42.30818,-71.11009,3,1.5,1.0,1.0,,2,1,21,1,1,21,21,1.0,21.0,1,9,18,76,167,91,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,0,0,4.43,100.0,175.0,,,1200.0,85.0,30.0,2014-04-23,within an hour,1.0,Jamaica Plain,1.0,0.0,Jamaica Plain,Jamaica Plain,Boston,MA,US,1,Entire home/apt,today,1,2016-10-31,2019-12-02,1,0,0,strict_14_with_grace_period,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15148487,20191204162830,3731207,2.0,2.0,42.35767,-71.07099,4,1.0,2.0,2.0,,4,3,1100,1,3,1100,1100,2.8,1100.0,5,11,27,262,189,75,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2,2,0,0,4.92,100.0,380.0,,,300.0,110.0,100.0,2012-10-01,within an hour,1.0,Beacon Hill,1.0,0.0,Beacon Hill,Beacon Hill,Boston,MA,US,1,Entire home/apt,today,1,2016-10-08,2019-12-03,1,1,0,strict_14_with_grace_period,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15166858,20191204162830,21184200,48.0,48.0,42.35063,-71.08675,3,1.0,0.0,2.0,,2,1,1124,1,7,1125,1125,2.4,1125.0,2,2,31,191,165,47,88.0,9.0,8.0,10.0,10.0,10.0,8.0,14,14,0,0,4.27,99.0,99.0,,,150.0,55.0,50.0,2014-09-10,within an hour,0.0,Back Bay,1.0,0.0,Back Bay,Back Bay,Boston,MA,US,1,Entire home/apt,4 days ago,1,2016-10-03,2019-11-17,1,1,0,strict_14_with_grace_period,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15172518,20191204162830,814298,95.0,95.0,42.35024,-71.09083,4,1.0,1.0,1.0,,1,91,1124,91,91,1124,1124,91.0,1124.0,0,12,15,44,51,41,95.0,10.0,9.0,10.0,10.0,10.0,9.0,94,61,33,0,1.77,96.0,245.0,,,500.0,105.0,0.0,2011-07-13,within an hour,0.0,Roxbury,1.0,0.0,Back Bay,Back Bay,Boston,MA,US,1,Entire home/apt,2 weeks ago,1,2017-07-24,2019-11-01,1,0,0,strict_14_with_grace_period,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15173160,20191204162830,814298,95.0,95.0,42.34874,-71.09068,6,1.0,3.0,3.0,,1,91,1124,91,91,1124,1124,91.0,1124.0,0,0,0,26,78,40,92.0,10.0,9.0,10.0,9.0,10.0,9.0,94,61,33,0,2.11,96.0,300.0,,,500.0,130.0,0.0,2011-07-13,within an hour,0.0,Roxbury,1.0,0.0,Back Bay,Back Bay,Boston,MA,US,1,Entire home/apt,3 weeks ago,1,2016-11-21,2019-12-01,1,0,0,strict_14_with_grace_period,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15173640,20191204162830,814298,95.0,95.0,42.34976,-71.09073,4,1.0,0.0,1.0,,1,91,1124,91,91,1124,1124,91.0,1124.0,17,25,55,84,48,34,88.0,9.0,9.0,10.0,9.0,10.0,9.0,94,61,33,0,1.56,96.0,200.0,,,500.0,105.0,0.0,2011-07-13,within an hour,0.0,Roxbury,1.0,0.0,Back Bay,Back Bay,Boston,MA,US,1,Entire home/apt,yesterday,1,2017-05-24,2019-10-13,1,0,0,strict_14_with_grace_period,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15174147,20191204162830,814298,95.0,95.0,42.35007,-71.0908,4,1.0,0.0,1.0,,1,91,1124,91,91,1124,1124,91.0,1124.0,20,50,80,109,50,32,88.0,9.0,9.0,10.0,9.0,10.0,9.0,94,61,33,0,1.49,96.0,200.0,,,500.0,105.0,0.0,2011-07-13,within an hour,0.0,Roxbury,1.0,0.0,Back Bay,Back Bay,Boston,MA,US,1,Entire home/apt,3 weeks ago,1,2017-03-04,2019-10-27,1,0,0,strict_14_with_grace_period,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15174895,20191204162830,814298,95.0,95.0,42.35026,-71.09097,4,1.0,1.0,1.0,,1,91,1124,91,91,1124,1124,91.0,1124.0,0,0,0,0,49,31,84.0,9.0,9.0,10.0,9.0,10.0,9.0,94,61,33,0,1.45,96.0,245.0,,,500.0,105.0,0.0,2011-07-13,within an hour,0.0,Roxbury,1.0,0.0,Back Bay,Back Bay,Boston,MA,US,1,Entire home/apt,3 weeks ago,1,2017-02-27,2019-11-01,1,0,0,strict_14_with_grace_period,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15175370,20191204162830,814298,95.0,95.0,42.34856,-71.0904,4,1.0,1.0,1.0,,1,91,1125,91,91,1125,1125,91.0,1125.0,0,0,0,0,70,36,93.0,9.0,9.0,10.0,9.0,10.0,9.0,94,61,33,0,2.02,96.0,200.0,,,500.0,105.0,0.0,2011-07-13,within an hour,0.0,Roxbury,1.0,0.0,Back Bay,Back Bay,Boston,MA,US,1,Entire home/apt,3 weeks ago,1,2017-01-31,2019-10-27,1,0,0,strict_14_with_grace_period,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15177273,20191204162830,18517776,30.0,30.0,42.31194,-71.09312,1,1.5,1.0,1.0,,1,91,999,91,91,999,999,91.0,999.0,30,60,90,365,2,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,30,0,30,0,0.05,91.0,36.0,,,300.0,40.0,0.0,2014-07-21,within an hour,0.0,Roxbury,1.0,1.0,Roxbury,Roxbury,Boston,MA,US,1,Private room,3 months ago,1,2016-10-10,2017-11-21,1,0,0,strict_14_with_grace_period,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15188419,20191204162830,95459395,492.0,492.0,42.35228,-71.06362,5,2.0,2.0,3.0,,1,9,1125,9,9,1125,1125,9.0,1125.0,30,60,90,365,0,0,,,,,,,,49,49,0,0,,86.0,469.0,,,,100.0,0.0,2016-09-16,within a few hours,0.0,Judiciary Square,1.0,0.0,Downtown,Downtown,Boston,MA,US,1,Entire home/apt,a week ago,1,,,1,0,0,strict_14_with_grace_period,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15193504,20191204162830,2343712,1.0,1.0,42.27895,-71.11782,2,1.0,1.0,1.0,,1,91,1125,91,91,1125,1125,91.0,1125.0,0,0,0,0,45,0,96.0,10.0,10.0,10.0,10.0,9.0,9.0,1,0,1,0,1.16,,62.0,,,,12.0,10.0,2012-05-10,,0.0,Roslindale,1.0,1.0,Roslindale,Roslindale,Boston,MA,US,1,Private room,27 months ago,1,2016-10-02,2017-09-17,1,0,0,flexible,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15222140,20191204162830,9410008,21.0,21.0,42.3666,-71.05488,6,1.0,3.0,3.0,,4,2,75,2,5,75,75,4.5,75.0,23,43,73,330,134,41,99.0,10.0,10.0,10.0,10.0,10.0,10.0,18,18,0,0,3.46,100.0,275.0,,,450.0,155.0,40.0,2013-10-13,within an hour,1.0,Back Bay,1.0,1.0,North End,North End,Boston,MA,US,1,Entire home/apt,3 days ago,1,2016-09-30,2019-11-26,1,1,0,strict_14_with_grace_period,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15249493,20191204162830,9419684,440.0,440.0,42.35121,-71.06143,3,1.0,1.0,2.0,,1,29,1125,29,29,1125,1125,29.0,1125.0,29,59,89,118,0,0,,,,,,,,68,68,0,0,,100.0,244.0,,,,100.0,0.0,2013-10-14,within a few hours,0.0,Brickell,1.0,1.0,Downtown,Chinatown,Boston,MA,US,1,Entire home/apt,2 weeks ago,1,,,1,0,0,moderate,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15251516,20191204162830,96990964,1.0,1.0,42.34874,-71.0686,2,1.0,1.0,1.0,,1,2,1125,2,2,1125,1125,2.0,1125.0,14,41,71,163,143,48,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,0,0,3.93,100.0,160.0,,,,,0.0,2016-09-27,within an hour,1.0,Back Bay,1.0,0.0,Back Bay,Bay Village,Boston,MA,US,1,Entire home/apt,3 days ago,1,2016-12-08,2019-11-24,1,1,0,flexible,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15256830,20191204162830,72139831,4.0,4.0,42.30989,-71.04855,2,1.0,1.0,3.0,,1,1,1125,1,1,1125,1125,1.0,1125.0,26,56,86,337,184,67,99.0,10.0,10.0,10.0,10.0,10.0,10.0,4,0,1,0,4.85,100.0,100.0,,,0.0,26.0,20.0,2016-05-15,within an hour,1.0,Dorchester,1.0,0.0,Dorchester,Dorchester,Boston,MA,US,1,Hotel room,yesterday,1,2016-10-23,2019-11-25,1,1,0,flexible,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15281436,20191204162830,5618949,10.0,10.0,42.37839,-71.03251,4,1.0,0.0,2.0,,2,91,1125,3,91,1125,1125,66.1,1125.0,0,0,0,0,53,10,90.0,9.0,9.0,10.0,10.0,10.0,9.0,4,4,0,0,1.56,100.0,149.0,,,100.0,40.0,25.0,2013-03-25,within an hour,0.0,Fenway/Kenmore,1.0,0.0,East Boston,East Boston,Boston,MA,US,1,Entire home/apt,a week ago,1,2017-02-19,2019-10-29,1,1,0,strict_14_with_grace_period,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15284641,20191204162830,40946436,15.0,15.0,42.34899,-71.06666,7,2.0,3.0,3.0,,3,1,15,1,1,15,15,1.0,15.0,13,41,66,66,183,57,98.0,10.0,10.0,10.0,10.0,10.0,9.0,2,2,0,0,4.79,100.0,178.0,,,0.0,250.0,50.0,2015-08-09,within an hour,1.0,Theater District,1.0,1.0,Back Bay,Bay Village,Boston,MA,US,1,Entire home/apt,today,1,2016-10-16,2019-11-23,1,1,0,strict_14_with_grace_period,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15296865,20191204162830,1012005,1.0,1.0,42.34842,-71.06872,2,1.5,1.0,1.0,,1,91,1125,91,91,1125,1125,91.0,1125.0,0,0,0,0,0,0,,,,,,,,1,1,0,0,,,590.0,,,750.0,0.0,0.0,2011-08-23,,0.0,Back Bay,1.0,1.0,Back Bay,Bay Village,Boston,MA,US,1,Entire home/apt,4 months ago,1,,,1,1,0,moderate,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15313517,20191204162830,85533422,2.0,2.0,42.31291,-71.04939,3,1.0,0.0,2.0,,2,91,1125,91,91,1125,1125,91.0,1125.0,0,21,51,51,104,34,99.0,10.0,10.0,10.0,10.0,10.0,9.0,1,1,0,0,2.7,100.0,135.0,,,,50.0,25.0,2016-07-23,within a few hours,1.0,,1.0,1.0,Dorchester,Dorchester,Boston,MA,US,0,Entire home/apt,2 months ago,1,2016-10-05,2019-10-20,1,0,0,moderate,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15337363,20191204162830,12243051,838.0,838.0,42.35444,-71.05966,2,1.0,1.0,1.0,,2,2,1124,1,2,365,365,2.0,365.0,10,33,63,244,44,14,89.0,9.0,9.0,9.0,9.0,9.0,9.0,147,147,0,0,1.15,99.0,130.0,,,400.0,95.0,5.0,2014-02-14,within an hour,0.0,Le Plateau,1.0,0.0,Downtown,Downtown,Boston,MA,US,1,Entire home/apt,today,1,2016-10-10,2019-11-08,1,1,0,strict_14_with_grace_period,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15338096,20191204162830,12243051,838.0,838.0,42.35545,-71.05982,2,1.0,0.0,1.0,,2,2,1124,2,2,2,365,2.0,363.3,0,7,37,219,27,10,91.0,10.0,9.0,10.0,10.0,9.0,9.0,147,147,0,0,0.71,99.0,127.0,,,400.0,93.0,5.0,2014-02-14,within an hour,0.0,Le Plateau,1.0,0.0,Downtown Crossing,Downtown,Boston,MA,US,1,Entire home/apt,today,1,2016-10-24,2019-11-10,1,1,0,strict_14_with_grace_period,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15340831,20191204162830,12243051,838.0,838.0,42.35543,-71.05808,2,1.0,0.0,1.0,,2,2,1124,1,2,365,365,2.0,365.0,0,0,0,0,36,13,90.0,9.0,9.0,10.0,10.0,9.0,9.0,147,147,0,0,0.94,99.0,128.0,,,400.0,94.0,5.0,2014-02-14,within an hour,0.0,Le Plateau,1.0,0.0,Downtown Crossing,Downtown,Boston,MA,US,1,Entire home/apt,today,1,2016-10-18,2019-10-18,1,1,0,strict_14_with_grace_period,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15341441,20191204162830,12243051,838.0,838.0,42.35593,-71.05864,2,1.0,1.0,1.0,,2,2,1124,1,2,365,365,2.0,365.0,15,35,65,246,18,5,83.0,9.0,9.0,9.0,9.0,9.0,9.0,147,147,0,0,0.47,99.0,134.0,,,400.0,98.0,5.0,2014-02-14,within an hour,0.0,Le Plateau,1.0,0.0,Downtown,Downtown,Boston,MA,US,1,Entire home/apt,today,1,2016-10-09,2019-10-06,1,1,0,strict_14_with_grace_period,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
